hub,intervention_type,donor,report_date,distribution_date,planned_implemented,activity,regularity,duration_assistance,quantity,unit,families,beneficiaries,rapid_assessment,governorate,district,sub_district,site,village_camps,camp_name,reception_centre_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,location_pcode,location_type,longitude_x,latitude_y,partner_code
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,1000,5000,Yes,Idleb,Idleb,Idleb,Idleb,In the Village,NA,NA,SY07,SY0700,SY070000,C3871,C3871,Community,36.635276,35.929008,NA
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,3010,15050,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.78,KG,206,1030,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Village,كوكنايا,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,NA
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,NA,KG,610,3050,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,WHH,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.78,KG,51,255,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,WHH,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,NA,KG,138,690,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Camp,Koknaya/كوكنايا,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,NA
NWS,Earthquake,CARE,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,50,250,Yes,Aleppo,Jebel Saman,Atareb,Tuwama,In the Village,NA,NA,SY02,SY0200,SY020001,C1020,C1020,Community,36.809482,36.194153,CBR-044
NWS,Earthquake,ECHO,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,125,625,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Village,NA,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,CBR-044
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,55,275,Yes,Idleb,Harim,Dana,Burdaqly,In the Village,in collective temporary tents,NA,SY07,SY0703,SY070301,C6693,C6693,Community,36.73179,36.21333,CBR-044
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,450,2250,Yes,Aleppo,Jebel Saman,Atareb,Atareb,In the Camp,Alkamuna Reception center,NA,SY02,SY0200,SY020001,C1022,C1022,Community,36.828382,36.137884,CBR-044
NWS,Earthquake,Private donor,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,325,1625,Yes,Idleb,Harim,Qourqeena,Barisha,In the Camp,Almadina Almunawara camp,NA,SY07,SY0703,SY070304,C4164,C4164,Community,36.636461,36.165243,CBR-044
NWS,Earthquake,Save The Children,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,950,4750,Yes,Idleb,Harim,Armanaz,Armanaz,In the Village,in collective temporary tents,NA,SY07,SY0703,SY070305,C4176,C4176,Community,36.502023,36.084016,CBR-044
NWS,Earthquake,WHH,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,60,300,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,in collective temporary tents,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,CBR-044
NWS,Earthquake,WHH,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,70,350,Yes,Idleb,Harim,Qourqeena,Qourqeena,In the Camp,Kokanya camp,NA,SY07,SY0703,SY070304,C4174,C4174,Community,36.61267,36.138546,CBR-044
NWS,Earthquake,WHH,2023-02-09T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,4,2,KG,1000,5000,Yes,Idleb,Harim,Salqin,Salqin,In the Village,in collective temporary tents,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-044
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,NA,KG,200,1000,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,3,0.7,KG,184,920,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Nasra (Janudiyeh),In the Village,NA,NA,SY07,SY0704,SY070403,C4262,C4262,Community,36.259142,35.960627,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.7,KG,220,1100,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Yaqubiyeh,In the Village,NA,NA,SY07,SY0704,SY070403,C4256,C4256,Community,36.314485,35.921929,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Free Bread Distribution,NA,3,0.7,KG,473,2365,Yes,Aleppo,Afrin,Sharan,Qatmet Efrin,In the Village,NA,NA,SY02,SY0203,SY020304,C1524,C1524,Community,36.963116,36.587216,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.3,KG,100,500,Yes,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Jisr-Ash-Shugur,In the Village,NA,NA,SY07,SY0704,SY070400,C4199,C4199,Community,36.314953,35.814181,NA
NWS,Earthquake,N/A,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,13.5,KG,885,4425,Yes,Idleb,Harim,Dana,Atma,In the Village,Temporary shelter,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.455,KG,3,17,Yes,Idleb,Harim,Dana,Atma,In the Camp,Atmeh Clusters/AL rahma camp ATAA,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.455,KG,6,31,Yes,Idleb,Harim,Dana,Atma,In the Camp,Atmeh Clusters/Al Asbat camp,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-10T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.455,KG,10,50,Yes,Idleb,Harim,Dana,Atma,In the Camp,Atmeh Clusters/Ehsan 1 camp,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,13.5,KG,750,3750,Yes,Idleb,Harim,Dana,Sarmada,In the Village,Temporary shelter,NA,SY07,SY0703,SY070301,C4121,C4121,Community,36.723929,36.186604,CBR-041
NWS,Earthquake,Private donor,2023-03-07T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,15,KG,199,1023,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Ghazala - Mgheidleh,In the Village,مركز الامل,NA,SY07,SY0704,SY070402,C4240,C4240,Community,36.38938,36.027434,NA
NWS,Earthquake,Private donor,2023-03-07T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,15,KG,70,268,Yes,Idleb,Jisr-Ash-Shugur,Darkosh,Zarzur (Darkosh),In the Camp,مخيم ريف حلب الجنوبي,NA,SY07,SY0704,SY070402,C4238,C4238,Community,36.340526,35.954427,NA
NWS,Earthquake,Private donor,2023-03-07T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,15,KG,188,953,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Maland,In the Camp,مخيم ريف حلب الجنوبي,NA,SY07,SY0704,SY070403,C4259,C4259,Community,36.274896,35.923495,NA
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,25,125,Yes,Idleb,Idleb,Idleb,Idleb,In the Village,NA,NA,SY07,SY0700,SY070000,C3871,C3871,Community,36.635276,35.929008,NA
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,79,395,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,N/A,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,748,3740,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,WHH,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,2,4,KG,358,1750,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,131,655,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,206,1030,Yes,Idleb,Harim,Qourqeena,Ras Elhisn,In the Village,كوكنايا,NA,SY07,SY0703,SY070304,C4167,C4167,Community,36.646584,36.196478,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,335,1675,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,عفرين,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,NA,KG,380,1900,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,ECHO,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,1,3.6,KG,266,1330,Yes,Idleb,Harim,Salqin,Faroukiyeh,In the Village,بن سريع,NA,SY07,SY0703,SY070302,C6619,C6619,Community,36.407387,36.182357,CBR-008
NWS,Earthquake,N/A,2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,10,25,KG,35,175,Yes,Aleppo,Al Bab,Al Bab,Al Bab,In the Village,AlNakhil Neighbourhood,NA,SY02,SY0202,SY020200,C1202,C1202,Community,37.514925,36.369722,NA
NWS,Earthquake,Private donor,2023-02-16T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,7,KG,15,75,Yes,Idleb,Harim,Harim,Harim,In the Village,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
NWS,Earthquake,Private donor,2023-02-14T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,7,KG,155,775,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Action for Humanity,2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,20,98,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,Action for Humanity,2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,40,211,Yes,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Village,Alnofara Center,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,NA
NWS,Earthquake,Action for Humanity,2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,85,422,Yes,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,In the Village,Alazeel Center,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,NA
NWS,Earthquake,Action for Humanity,2023-02-13T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,12,KG,155,778,Yes,Idleb,Harim,Salqin,Salqin,In the Village,Alsohada Masjed,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,NA
NWS,Earthquake,WHH,2023-02-11T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,5,11.4,KG,41,237,Yes,Idleb,Harim,Dana,Termanin,In the Camp,Wadi Al Raseef settlement,NA,SY07,SY0703,SY070301,C4125,C4125,Community,36.815206,36.228402,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,1,5,KG,24,120,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Nasra (Janudiyeh),In the Village,NA,NA,SY07,SY0704,SY070403,C4262,C4262,Community,36.259142,35.960627,NA
NWS,Earthquake,N/A,2023-02-21T00:00:00Z,2023-02-11T00:00:00Z,Implemented,Ready to Eat Ration,NA,1,5,KG,220,1100,Yes,Idleb,Jisr-Ash-Shugur,Janudiyeh,Yaqubiyeh,In the Village,NA,NA,SY07,SY0704,SY070403,C4256,C4256,Community,36.314485,35.921929,NA
NWS,Earthquake,Private donor,2023-02-23T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,140,700,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,جنديرس,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-043
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,400,2000,N/A,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-013
NWS,Earthquake,WFP,2023-02-26T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Ready to Eat Ration,One Off Distribution,5,11.455,KG,650,3250,N/A,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-013
NWS,Earthquake,Norwegian Refugee Council,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1.5,KG,800,4000,No,Idleb,Idleb,Maaret Tamsrin,Hazano,Village & Camps,NA,NA,SY07,SY0700,SY070005,C3944,C3944,Community,36.713577,36.089778,CBR-040
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1.5,KG,800,4000,No,Idleb,Idleb,Maaret Tamsrin,Ma'arrat Tamasrin,Village & Camps,NA,NA,SY07,SY0700,SY070005,C3947,C3947,Community,36.672724,36.013896,CBR-040
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1.5,KG,800,4000,No,Aleppo,A'zaz,A'zaz,Azaz,Village & Camps,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,CBR-040
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1.5,KG,800,4000,No,Aleppo,Afrin,Afrin,Afrin (Afrin),Village & Camps,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-040
NWS,Earthquake,Private donor,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1.5,KG,800,4000,No,Aleppo,Afrin,Jandairis,Jandairis,Village & Camps,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-040
NWS,Earthquake,Private donor,2023-03-08T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,One Off Distribution,1,0.6,KG,800,4800,No,Aleppo,Afrin,Afrin,Afrin (Afrin),Village & Camps,BNFs in temporary shelters مراكز إيواء (حديقة النوروز-مخيمات المحلق - إيواء القبو - مدرسة ميسلون - مسجد التقوى- أيواء حديقة النيروز2 - إيواء على طريق عفرين اعزاز),NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,CBR-040
NWS,Earthquake,Private donor,2023-02-11T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,105,525,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Village,in collective temporary center,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-031
NWS,Earthquake,WHH,2023-02-11T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,22,110,Yes,Aleppo,Jarablus,Jarablus,Jarablus,In the Village,in collective temporary center,NA,SY02,SY0208,SY020800,C2227,C2227,Community,38.009919,36.814478,CBR-031
NWS,Earthquake,N/A,2023-02-09T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cash Response,NA,30,150,USD,680,3400,Yes,Idleb,Harim,Salqin,Salqin,In the Village,NA,NA,SY07,SY0703,SY070302,C4140,C4140,Community,36.453694,36.139048,CBR-032
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,20,100,Yes,Idleb,Harim,Dana,Atma,In the Village,AFAD collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,35,175,Yes,Idleb,Harim,Dana,Atma,In the Village,Sham Sharif Collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,60,300,Yes,Idleb,Harim,Dana,Atma,In the Village,Saaed Collective Center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,85,425,Yes,Idleb,Harim,Dana,Atma,In the Village,Iqra-Qah Collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,250,1250,Yes,Aleppo,Jebel Saman,Daret Azza,Daret Azza,In the Village,Sinaa Collective Center,NA,SY02,SY0200,SY020004,C1139,C1139,Community,36.851091,36.285021,CBR-041
NWS,Earthquake,Qatar Charity,2023-02-23T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,2.5,KG,500,2500,Yes,Aleppo,Afrin,Jandairis,Jandairis,Village & Camps,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,34,168,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,60,300,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,154,768,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-13T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,154,768,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-14T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,179,895,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,N/A,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,34,168,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,N/A,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,60,300,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Private donor,2023-02-16T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,3,KG,400,1200,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Core,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,200,1000,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,-,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Core,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Cooked Meals,NA,1,1,KG,300,1500,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,-,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,CBR-037
NWS,Earthquake,Mercy Without Limits (MWL),2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Food Baskets,NA,30,NA,KG,34,168,Yes,Aleppo,Afrin,Jandairis,Jandairis,In the Village,NA,NA,SY02,SY0203,SY020302,C1426,C1426,Community,36.689563,36.392488,NA
NWS,Earthquake,Droplets of Mercy,2023-02-16T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Food Baskets,NA,30,26,KG,300,1350,Yes,Aleppo,Afrin,Afrin,Afrin (Afrin),In the Village,NA,NA,SY02,SY0203,SY020300,C1366,C1366,Community,36.865523,36.511094,NA
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,35,175,Yes,Idleb,Harim,Dana,Atma,In the Village,Sham Sharif Collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,85,175,Yes,Idleb,Harim,Dana,Atma,In the Village,Iqra-Qah Collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,60,300,Yes,Idleb,Harim,Dana,Atma,In the Village,Saaed Collective Center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,Private donor,2023-02-19T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,1,KG,20,425,Yes,Idleb,Harim,Dana,Atma,In the Village,AFAD collective center,NA,SY07,SY0703,SY070301,C4130,C4130,Community,36.689846,36.309771,CBR-041
NWS,Earthquake,BHA,2023-02-09T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,5,0.2,KG,30200,151000,Yes,Aleppo,A'zaz,A'zaz,Azaz,In the Village,NA,NA,SY02,SY0204,SY020400,C1564,C1564,Community,37.04316,36.584872,NA
NWS,Earthquake,Islamic Relief,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.75,KG,50,250,Yes,Idleb,Harim,Dana,Burdaqly,In the Village,NA,NA,SY07,SY0703,SY070301,C6693,C6693,Community,36.73179,36.21333,NA
NWS,Earthquake,Islamic Relief,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.75,KG,160,800,Yes,Idleb,Ariha,Ehsem,Ehsem,In the Village,NA,NA,SY07,SY0705,SY070501,C4295,C4295,Community,36.556492,35.721153,NA
NWS,Earthquake,Islamic Relief,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.75,KG,200,1000,Yes,Idleb,Harim,Dana,Dana (Dana),In the Village,NA,NA,SY07,SY0703,SY070301,C4126,C4126,Community,36.76958,36.213601,NA
NWS,Earthquake,Islamic Relief,2023-02-12T00:00:00Z,2023-02-12T00:00:00Z,Implemented,Free Bread Distribution,NA,1,0.75,KG,350,1750,Yes,Idleb,Harim,Harim,Harim,In the Village,NA,NA,SY07,SY0703,SY070300,C4115,C4115,Community,36.520746,36.212594,NA
